dataset,category,prompt,projection,z_s2
S2_1P,A3,I am unfollowed by people I care about. I feel:,5.07492208480835,1.0877221929234304
S2_1P,A3,My voice is dismissed in every meeting. I feel:,4.688541889190674,0.98668577215277
S2_1P,A3,The breakup text arrives while I am at work. I feel:,-0.11384057998657227,-0.269112380446019
S2_1P,A4,I lied to protect myself and harmed them. I feel:,4.216643810272217,0.8632868676456404
S2_1P,A4,My silence allowed the injustice to continue. I feel:,3.514608860015869,0.6797083627576814
S2_1P,A4,I chose my career over my dying father. I feel:,5.924223899841309,1.3098102205144342
S2_1P,A4,The secret I keep destroys my integrity. I feel:,5.323642730712891,1.1527613541407609
S2_1P,A4,I betrayed someone who trusted me completely. I feel:,6.458197593688965,1.4494415769451352
S2_1P,A4,My actions caused irreversible harm to others. I feel:,3.5804266929626465,0.6969193853184853
S2_1P,A4,I failed to speak up when it mattered. I feel:,4.677297592163086,0.9837454466944905
S2_1P,A4,The compromise I made violated my values. I feel:,3.9119174480438232,0.7836025015647092
S2_1P,A4,I abandoned my principles for convenience. I feel:,5.920183181762695,1.3087535936566477
S2_1P,A4,My cowardice let an innocent person suffer. I feel:,4.440639972686768,0.9218607044349462
S2_1P,A4,I took credit for someone else's work. I feel:,3.6829705238342285,0.7237340661972861
S2_1P,A4,The promise I broke cannot be undone. I feel:,3.453113317489624,0.6636275967643078
S2_1P,A4,I watched them struggle and did nothing. I feel:,3.0852420330047607,0.5674311604297856
S2_1P,A4,My greed caused my family to lose everything. I feel:,3.755554676055908,0.7427144462176118
S2_1P,A4,I manipulated someone who loved me. I feel:,8.079699516296387,1.873455934800861
S2_1P,A4,The truth I hid eventually destroyed them. I feel:,3.84344482421875,0.7656972649337229
S2_1P,A4,I participated in something I knew was wrong. I feel:,4.705239295959473,0.9910520575763132
S2_1P,A4,My negligence led to a preventable tragedy. I feel:,3.9519946575164795,0.7940824843524398
S2_1P,A4,I chose the easy path over the right one. I feel:,5.028266429901123,1.0755219807127567
S2_1P,A4,The person I became disgusts me. I feel:,5.59178352355957,1.222878783240681
S2_1P,A5,The problem defeats me no matter how I try. I feel:,7.320128440856934,1.6748320310559017
S2_1P,A5,My understanding of the situation was completely wrong. I feel:,6.871829509735107,1.5576041815191175
S2_1P,A5,I cannot reconcile these contradictory facts. I feel:,4.90078067779541,1.042185116561566
S2_1P,A5,The complexity of the decision overwhelms me. I feel:,2.6013383865356445,0.4408928621638743
S2_1P,A5,My certainties crumble under new evidence. I feel:,3.3024353981018066,0.6242261009402844
S2_1P,A5,I realize my worldview was fundamentally flawed. I feel:,6.070274829864502,1.348001782574647
S2_1P,A5,The paradox I encounter has no resolution. I feel:,5.8039374351501465,1.2783559327497032
S2_1P,A5,My expertise proves utterly inadequate here. I feel:,5.395474433898926,1.1715449726338756
S2_1P,A5,I fail to grasp what everyone else understands. I feel:,7.466404438018799,1.7130824470076507
S2_1P,A5,The answer I was certain of turns out wrong. I feel:,5.634370803833008,1.2340151365475747
S2_1P,A5,My mental model of reality shatters. I feel:,3.3679566383361816,0.641359566042327
S2_1P,A5,I cannot make sense of the contradictions. I feel:,6.159682273864746,1.3713813662968328
S2_1P,A5,The cognitive dissonance is unbearable. I feel:,6.05305290222168,1.3434983376581175
S2_1P,A5,My assumptions about the world were naive. I feel:,4.313136577606201,0.8885192267371733
S2_1P,A5,I struggle to process the implications. I feel:,4.585785388946533,0.9598154793340856
S2_1P,A5,The framework I trusted completely fails me. I feel:,7.202579021453857,1.6440934664636624
S2_1P,A5,My reasoning leads to impossible conclusions. I feel:,6.3453898429870605,1.419942934169491
S2_1P,A5,I discover my beliefs were built on lies. I feel:,3.6517868041992188,0.7155796849583606
S2_1P,A5,The intellectual challenge humiliates me. I feel:,4.716139316558838,0.9939023565310144
S2_1P,A5,My mind cannot hold all the pieces together. I feel:,6.763710975646973,1.5293317446107697
S2_1P,B,The footsteps behind me get closer. I feel:,-2.1107289791107178,-0.7912883584446387
S2_1P,B,My doctor says the results are concerning. I feel:,0.4868776798248291,-0.11202766556849711
S2_1P,B,A shadow moves in my peripheral vision. I feel:,-2.3354222774505615,-0.850044492669168
S2_1P,B,I hear glass breaking downstairs at night. I feel:,-4.6077423095703125,-1.444244416720216
S2_1P,B,The turbulence shakes the plane violently. I feel:,-2.399078607559204,-0.8666902934284206
S2_1P,B,My brakes fail on the steep hill. I feel:,-4.424872875213623,-1.3964250063950614
S2_1P,B,A growling comes from the darkness ahead. I feel:,-2.0730433464050293,-0.7814337605997012
S2_1P,B,I notice a suspicious package near my car. I feel:,-5.773598670959473,-1.7491098193042136
S2_1P,B,The elevator stops between floors suddenly. I feel:,-5.857494831085205,-1.7710482308264588
S2_1P,B,My phone shows an unknown caller at 3am. I feel:,-2.4179234504699707,-0.8716181222852941
S2_1P,B,A figure watches me from across the street. I feel:,-2.196164131164551,-0.8136292083883504
S2_1P,B,I smell gas but cannot find the source. I feel:,-3.535688638687134,-1.1639079320644043
S2_1P,B,The ice beneath my feet starts cracking. I feel:,-1.6101404428482056,-0.6603870478794488
S2_1P,B,My test results will arrive tomorrow. I feel:,0.15659135580062866,-0.19839582932895156
S2_1P,B,A scream echoes through the empty building. I feel:,-1.9048444032669067,-0.7374506077755343
S2_1P,B,I realize I left my door unlocked all day. I feel:,0.2145635485649109,-0.18323640105710068
S2_1P,B,The warning sirens begin to sound outside. I feel:,-3.4561965465545654,-1.1431211615214505
S2_1P,B,My chest tightens for no apparent reason. I feel:,0.8110052347183228,-0.0272699880502909
S2_1P,B,A car follows me through three turns. I feel:,-6.154442310333252,-1.8486984592811808
S2_1P,B,I wake to my smoke detector beeping. I feel:,-4.213813304901123,-1.341234021464588
S2_1P,C1,The mess my roommate left infuriates me. I feel:,0.7329142689704895,-0.04769037129760549
S2_1P,C1,My food arrives cold and wrong again. I feel:,-0.04364311695098877,-0.2507561072913924
S2_1P,C1,I step in something foul on the sidewalk. I feel:,-3.013853073120117,-1.027450633337076
S2_1P,C1,The customer service puts me on hold forever. I feel:,-0.8422021269798279,-0.4595751540815454
S2_1P,C1,My computer crashes before I can save. I feel:,0.38566482067108154,-0.13849430423384546
S2_1P,C1,I miss the train by seconds. I feel:,-2.160952568054199,-0.804421566933739
S2_1P,C1,The loud chewing next to me is unbearable. I feel:,-0.5551284551620483,-0.38450687515075854
S2_1P,C1,My flight gets delayed for the third time. I feel:,-2.7997469902038574,-0.9714630011332491
S2_1P,C1,I find mold growing in my refrigerator. I feel:,-2.8901641368865967,-0.9951066168794332
S2_1P,C1,The traffic makes me late for my interview. I feel:,-1.8477150201797485,-0.7225115698708225
S2_1P,C1,My neighbor's music pounds through the wall. I feel:,-1.9392952919006348,-0.7464593367927036
S2_1P,C1,I spill coffee on my white shirt. I feel:,-3.602004051208496,-1.181249069107873
S2_1P,C1,The automated menu loops endlessly. I feel:,2.428744077682495,0.3957603439610951
S2_1P,C1,My package is marked delivered but missing. I feel:,-1.1964449882507324,-0.5522078283032479
S2_1P,C1,I realize I forgot my wallet after ordering. I feel:,-0.574508547782898,-0.38957466903570204
S2_1P,C1,The mosquito buzzes around my ear all night. I feel:,-1.7690324783325195,-0.701936492536248
S2_1P,C1,My phone battery dies at the worst moment. I feel:,-0.707935094833374,-0.4244650203080216
S2_1P,C1,I slip and drop my groceries everywhere. I feel:,1.398221731185913,0.12628408561470614
S2_1P,C1,The printer jams on my deadline day. I feel:,0.06600677967071533,-0.22208322700874908
S2_1P,C1,My socks get soaked stepping in a puddle. I feel:,-3.426978349685669,-1.1354807543098786
S2_1P,C2,I read about the extinction of another species. I feel:,-2.2004776000976562,-0.8147571581824896
S2_1P,C2,The war footage shows children in the rubble. I feel:,-4.206859588623047,-1.3394156606589354
S2_1P,C2,I learn the glacier has retreated further. I feel:,-4.303193092346191,-1.3646063731407796
S2_1P,C2,The famine spreads to another region. I feel:,-4.479499340057373,-1.4107095441373325
S2_1P,C2,I see the homeless encampment growing larger. I feel:,-3.122628927230835,-1.0558949560282251
S2_1P,C2,The corruption scandal reaches the highest levels. I feel:,-2.196232795715332,-0.8136471638128868
S2_1P,C2,I witness the forest fire from my window. I feel:,-5.875687599182129,-1.7758055454954609
S2_1P,C2,The inequality statistics shock me again. I feel:,2.7733497619628906,0.4858729462937666
S2_1P,C2,I watch the storm devastate the coastal town. I feel:,-4.1098713874816895,-1.3140537481917547
S2_1P,C2,The refugee crisis worsens each month. I feel:,-2.279513359069824,-0.8354245999665455
S2_1P,C2,I discover the extent of the pollution. I feel:,-3.99927020072937,-1.2851321104650137
S2_1P,C2,The political violence escalates further. I feel:,-2.880697011947632,-0.9926310127214806
S2_1P,C2,I see another mass shooting in the news. I feel:,0.03167927265167236,-0.2310596923724546
S2_1P,C2,The pandemic claims more lives daily. I feel:,-2.994948148727417,-1.0225070934837333
S2_1P,C2,I learn the ice caps are melting faster. I feel:,-5.47117280960083,-1.670027022290475
S2_1P,C2,The poverty in my city is visible everywhere. I feel:,-1.9345465898513794,-0.7452175757919979
S2_1P,C2,I read about the torture happening abroad. I feel:,-1.0942285060882568,-0.5254787474171153
S2_1P,C2,The economic collapse affects millions. I feel:,-3.31040620803833,-1.104997742791162
S2_1P,C2,The economy continues to decline. I feel:,-2.1855483055114746,-0.810853224940758
S2_1P,C2,Traffic in this city is getting worse. I feel:,-4.170009136199951,-1.3297794581339664
S2_1P,D,I arrange the books on my shelf alphabetically. I feel:,-2.4084715843200684,-0.8691465082216829
S2_1P,D,My coffee maker finishes brewing. I feel:,-4.383098602294922,-1.3855012503022963
S2_1P,D,I sort through the mail on my desk. I feel:,-1.7166831493377686,-0.6882474140292091
S2_1P,D,The meeting ends exactly on time. I feel:,-2.372101306915283,-0.8596358689780202
S2_1P,D,I update the spreadsheet with new numbers. I feel:,-0.6042484045028687,-0.39735148759757105
S2_1P,D,My laundry finishes its cycle. I feel:,-3.363055467605591,-1.1187652515900994
S2_1P,D,I walk the same route to work. I feel:,-3.0062642097473145,-1.0254661848544622
S2_1P,D,The clock on my wall ticks steadily. I feel:,-1.5318546295166016,-0.6399157129977511
S2_1P,D,I water the plants on my windowsill. I feel:,-3.9283971786499023,-1.2665991821179434
S2_1P,D,My calendar shows three appointments today. I feel:,-0.3183927536010742,-0.3226017148303265
S2_1P,D,I file the documents in the correct folder. I feel:,-1.0508267879486084,-0.5141294228247486
S2_1P,D,The printer outputs my report successfully. I feel:,-2.5763144493103027,-0.9130365484536794
S2_1P,D,I check my email before lunch. I feel:,-3.308837890625,-1.1045876359071334
S2_1P,D,My phone shows the weather forecast. I feel:,-6.305228233337402,-1.8881281974917146
S2_1P,D,I pack my lunch for tomorrow. I feel:,-3.210791826248169,-1.078949097680689
S2_1P,D,The bus arrives at the scheduled time. I feel:,-4.418271541595459,-1.394698791830606
S2_1P,D,I organize my desk drawer. I feel:,-2.3040826320648193,-0.8418493376536911
S2_1P,D,My computer completes the update. I feel:,-2.5615673065185547,-0.9091802469631486
S2_1P,D,I write down the grocery list. I feel:,-3.50421142578125,-1.1556768038546306
S2_1P,D,The sun sets behind my building. I feel:,-1.7367501258850098,-0.6934948245047404
S2_1P,E,A yawn overtakes me in the afternoon. I feel:,-1.2179640531539917,-0.5578349523660667
S2_1P,E,My stomach growls before dinner. I feel:,-2.362786054611206,-0.8571999787278095
S2_1P,E,I stretch after sitting for too long. I feel:,-1.2431812286376953,-0.5644291131996623
S2_1P,E,The warm shower relaxes my muscles. I feel:,-2.8255209922790527,-0.9782027692376943
S2_1P,E,A shiver runs through me in the cold. I feel:,0.4652974605560303,-0.11767078118129362
S2_1P,E,My heart races after climbing the stairs. I feel:,-3.5460171699523926,-1.1666087895169748
S2_1P,E,I notice my breathing slow as I relax. I feel:,-1.3420288562774658,-0.590277256069479
S2_1P,E,The massage loosens my tight shoulders. I feel:,-2.1044750213623047,-0.7896529808716748
S2_1P,E,A sneeze catches me off guard. I feel:,-3.635715961456299,-1.190064559102992
S2_1P,E,My skin tingles from the cool breeze. I feel:,-1.8208106756210327,-0.7154762230589921
S2_1P,E,I feel the heaviness of sleep approaching. I feel:,0.5162084102630615,-0.10435783141115734
S2_1P,E,The food settles warmly in my stomach. I feel:,-0.06446957588195801,-0.25620211847824537
S2_1P,E,A hiccup interrupts my conversation. I feel:,-2.4211978912353516,-0.8724743715928724
S2_1P,E,My muscles tremble after the workout. I feel:,0.04161274433135986,-0.22846214095619244
S2_1P,E,I sense my pulse in my fingertips. I feel:,-1.5451995134353638,-0.6434053310528282
S2_1P,E,The sun warms my face pleasantly. I feel:,-1.9797141551971436,-0.7570286602865474
S2_1P,E,A chill makes me reach for a blanket. I feel:,-1.5310726165771484,-0.6397112206627534
S2_1P,E,My eyes grow heavy in the dim light. I feel:,0.6038362979888916,-0.08144359244153936
S2_1P,E,I notice the rhythm of my own heartbeat. I feel:,-3.796482801437378,-1.2321042554293806
S2_1P,E,The cool water refreshes me after exercise. I feel:,-2.477851390838623,-0.8872889684303112
