category,set,prompt,z_s2,story_person,suffix_person,group
B,3,A shadow moves in his peripheral vision. He feels:,-0.813881581855445,3P,He,control
B,4,She hears glass breaking downstairs at night. He feels:,-0.6676473674323886,3P,He,control
B,5,The turbulence shakes the plane violently. He feels:,-0.834292722423289,3P,He,control
B,6,Her brakes fail on the steep hill. He feels:,-1.3118605678989055,3P,He,control
B,7,A growling comes from the darkness ahead. He feels:,-0.2989351560416793,3P,He,control
B,8,She notices a suspicious package near her car. He feels:,-1.2333704245853154,3P,He,control
B,9,The elevator stops between floors suddenly. He feels:,-1.2936467847539244,3P,He,control
B,10,Her phone shows an unknown caller at 3am. He feels:,-1.004441380245953,3P,He,control
B,11,A figure watches him from across the street. He feels:,-0.45832185921438406,3P,He,control
B,12,She smells gas but cannot find the source. He feels:,-0.2968469027609645,3P,He,control
B,13,The ice beneath his feet starts cracking. He feels:,-0.39431583629166617,3P,He,control
B,14,Her test results will arrive tomorrow. He feels:,-0.8295268041133633,3P,He,control
B,15,A scream echoes through the empty building. He feels:,-0.1176079371954163,3P,He,control
B,16,She realizes she left her door unlocked all day. He feels:,-0.09567541729684699,3P,He,control
B,17,The warning sirens begin to sound outside. He feels:,-0.8289247986296021,3P,He,control
B,18,Her chest tightens for no apparent reason. He feels:,0.26180773343875496,3P,He,control
B,19,A car follows him through three turns. He feels:,-0.8314424858138119,3P,He,control
B,20,She wakes to her smoke detector beeping. He feels:,-0.34804579830285076,3P,He,control
C1,1,The mess his roommate left infuriates him. He feels:,0.010193662346121856,3P,He,control
C1,2,Her food arrives cold and wrong again. He feels:,-0.06882577633364072,3P,He,control
C1,3,He steps in something foul on the sidewalk. He feels:,-1.0116559072318028,3P,He,control
C1,4,The customer service puts her on hold forever. He feels:,-0.33147283235163505,3P,He,control
C1,5,His computer crashes before he can save. He feels:,-0.2700755050539844,3P,He,control
C1,6,She misses the train by seconds. He feels:,-0.694039597072792,3P,He,control
C1,7,The loud chewing next to him is unbearable. He feels:,-0.009259107437093201,3P,He,control
C1,8,Her flight gets delayed for the third time. He feels:,-0.5459947838244817,3P,He,control
C1,9,He finds mold growing in his refrigerator. He feels:,-1.5084338125332728,3P,He,control
C1,10,The traffic makes her late for her interview. He feels:,-0.752776435450467,3P,He,control
C1,11,His neighbor's music pounds through the wall. He feels:,-0.6129003116700097,3P,He,control
C1,12,She spills coffee on her white shirt. He feels:,-0.8718332133083861,3P,He,control
C1,13,The automated menu loops endlessly. He feels:,0.8274628031248175,3P,He,control
C1,14,Her package is marked delivered but missing. He feels:,-0.228194399391361,3P,He,control
C1,15,He realizes he forgots his wallet after ordering. He feels:,-0.3532571186867901,3P,He,control
C1,16,The mosquito buzzes around her ear all night. He feels:,-0.2549814457495863,3P,He,control
C1,17,His phone battery dies at the worst moment. He feels:,-0.5384862055892369,3P,He,control
C1,18,She slips and drop her groceries everywhere. He feels:,-0.7429562833418362,3P,He,control
C1,19,The printer jams on his deadline day. He feels:,-0.25961209050955436,3P,He,control
C1,20,Her socks get soaked stepping in a puddle. He feels:,-0.7713693710757188,3P,He,control
C2,1,He read about the extinction of another species. He feels:,-1.0841673305913488,3P,He,control
C2,2,The war footage shows children in the rubble. He feels:,-1.079732714802209,3P,He,control
C2,3,He learns the glacier has retreated further. He feels:,-1.016955563005117,3P,He,control
C2,4,The famine spreads to another region. He feels:,-1.052795774938978,3P,He,control
C2,5,He sees the homeless encampment growing larger. He feels:,-1.0538074508901993,3P,He,control
C2,6,The corruption scandal reaches the highest levels. He feels:,-0.18191920233525258,3P,He,control
C2,7,He witnesses the forest fire from his window. He feels:,-1.5939158480375064,3P,He,control
C2,8,The inequality statistics shock her again. He feels:,-0.01821503004946283,3P,He,control
C2,9,He watches the storm devastate the coastal town. He feels:,-1.0448393397865212,3P,He,control
C2,10,The refugee crisis worsens each month. He feels:,-0.5446141800097396,3P,He,control
C2,11,He discovers the extent of the pollution. He feels:,-1.0191339051346342,3P,He,control
C2,12,The political violence escalates further. He feels:,-0.3336069405446641,3P,He,control
C2,13,He sees another mass shooting in the news. He feels:,-1.0164261273621904,3P,He,control
C2,14,The pandemic claims more lives daily. He feels:,-0.6774552687044868,3P,He,control
C2,15,He learns the ice caps are melting faster. He feels:,-1.227520447519006,3P,He,control
C2,16,The poverty in her city is visible everywhere. He feels:,-0.6457555277925345,3P,He,control
C2,17,He read about the torture happening abroad. He feels:,-0.7632793301080486,3P,He,control
C2,18,The economic collapse affects millions. He feels:,-0.8198634814159174,3P,He,control
C2,19,He witnesses injustice but cannot intervene. He feels:,0.08822332383462281,3P,He,control
D,1,He arranges the books on his shelf alphabetically. He feels:,-0.7489701348296519,3P,He,control
D,2,Her coffee maker finishes brewing. He feels:,-1.753358272254237,3P,He,control
D,3,He sorts through the mail on his desk. He feels:,-0.9723193751312756,3P,He,control
D,4,The meeting ends exactly on time. He feels:,-0.5589945111888168,3P,He,control
D,5,He updates the spreadsheet with new numbers. He feels:,-0.6993633181026029,3P,He,control
D,6,Her laundry finishes its cycle. He feels:,-0.851586290060781,3P,He,control
D,7,He walks the same route to work. He feels:,-0.7690569243691957,3P,He,control
D,8,The clock on her wall ticks steadily. He feels:,-0.4168236623317825,3P,He,control
D,9,He waters the plants on his windowsill. He feels:,-1.1615514696296774,3P,He,control
D,10,Her calendar shows three appointments today. He feels:,-0.6712260456400707,3P,He,control
D,11,He files the documents in the correct folder. He feels:,-0.7898189438581881,3P,He,control
D,12,The printer outputs her report successfully. He feels:,-1.0809271246052223,3P,He,control
D,13,He checks his email before lunch. He feels:,-0.8682452456623154,3P,He,control
D,14,Her phone shows the weather forecast. He feels:,-1.5664405571643047,3P,He,control
D,15,He packs his lunch for tomorrow. He feels:,-0.8015382250102729,3P,He,control
D,16,The bus arrives at the scheduled time. He feels:,-1.493278187320091,3P,He,control
D,17,He organizes his desk drawer. He feels:,-0.9794734272497633,3P,He,control
D,18,Her computer completes the update. He feels:,-1.093040427573522,3P,He,control
D,19,He writes down the grocery list. He feels:,-0.8590636645113715,3P,He,control
D,20,The sun sets behind her building. He feels:,-0.30801160755851054,3P,He,control
E,1,A yawn overtakes him in the afternoon. He feels:,-0.6058363484003244,3P,He,control
E,2,Her stomach growls before dinner. He feels:,-0.6704202959640009,3P,He,control
E,3,He stretches after sitting for too long. He feels:,-0.5063149477475325,3P,He,control
E,4,The warm shower relaxes her muscles. He feels:,-0.9401710603320345,3P,He,control
E,5,A shiver runs through him in the cold. He feels:,0.623092789456874,3P,He,control
E,6,Her heart races after climbing the stairs. He feels:,-1.0639734631294397,3P,He,control
E,7,He notices his breathing slow as he relaxes. He feels:,-0.4132219631501072,3P,He,control
E,8,The massage loosens her tight shoulders. He feels:,-0.4223169467847976,3P,He,control
E,9,A sneeze catches him off guard. He feels:,-0.6923487634230047,3P,He,control
E,10,Her skin tingles from the cool breeze. He feels:,-0.1833148001763871,3P,He,control
E,11,He feels the heaviness of sleep approaching. He feels:,-0.2427579164251049,3P,He,control
E,12,The food settles warmly in her stomach. He feels:,-0.2473305957129803,3P,He,control
E,13,A hiccup interrupts his conversation. He feels:,-0.7396094046773009,3P,He,control
E,14,Her muscles tremble after the workout. He feels:,-0.8380523264712647,3P,He,control
E,15,He senses his pulse in his fingertips. He feels:,-0.955375190129554,3P,He,control
E,16,The sun warms her face pleasantly. He feels:,-0.5659419200620759,3P,He,control
E,17,A chill makes him reach for a blanket. He feels:,-0.44889697582644983,3P,He,control
E,18,Her eyes grow heavy in the dim light. He feels:,0.20030089675499968,3P,He,control
E,19,He notices the rhythm of his own heartbeat. He feels:,-1.1898036443401976,3P,He,control
E,20,The cool water refreshes her after exercise. He feels:,-0.8215297198748033,3P,He,control
