category,set,group,story_person,suffix_person,prompt,z_s2
D,16,control,3P,He,The bus arrives at the scheduled time. He feels:,-1.6258074701709893
D,17,control,1P,I,I organize my desk drawer. I feel:,-0.6750922470368492
D,17,control,1P,He,I organize my desk drawer. He feels:,-0.8545793154220883
D,17,control,3P,I,He organizes his desk drawer. I feel:,-1.1815164376974527
D,17,control,3P,He,He organizes his desk drawer. He feels:,-0.6796601103034534
D,18,control,1P,I,My computer completes the update. I feel:,-0.9053378078528835
D,18,control,1P,He,My computer completes the update. He feels:,-0.5634339577923831
D,18,control,3P,I,Her computer completes the update. I feel:,-1.1273790303727487
D,18,control,3P,He,Her computer completes the update. He feels:,-0.8565123264089023
D,19,control,1P,I,I write down the grocery list. I feel:,-1.328358968090758
D,19,control,1P,He,I write down the grocery list. He feels:,-1.0190056657183832
D,19,control,3P,I,He writes down the grocery list. I feel:,-1.0736086160112923
D,19,control,3P,He,He writes down the grocery list. He feels:,-0.9041699197573211
D,20,control,1P,I,The sun sets behind my building. I feel:,-0.5714406922442556
D,20,control,1P,He,The sun sets behind my building. He feels:,-0.10739295333203815
D,20,control,3P,I,The sun sets behind her building. I feel:,-0.35589602359799016
D,20,control,3P,He,The sun sets behind her building. He feels:,-0.2643355618599792
E,1,control,1P,I,A yawn overtakes me in the afternoon. I feel:,-0.6602195599389594
E,1,control,1P,He,A yawn overtakes me in the afternoon. He feels:,-0.5706087861057795
E,1,control,3P,I,A yawn overtakes him in the afternoon. I feel:,-0.6752780107731883
E,1,control,3P,He,A yawn overtakes him in the afternoon. He feels:,-0.5436863959477205
E,2,control,1P,I,My stomach growls before dinner. I feel:,-0.8930337188136594
E,2,control,1P,He,My stomach growls before dinner. He feels:,-0.8979299309464751
E,2,control,3P,I,Her stomach growls before dinner. I feel:,-0.8906545624823154
E,2,control,3P,He,Her stomach growls before dinner. He feels:,-0.7711140614532841
E,3,control,1P,I,I stretch after sitting for too long. I feel:,-0.08309546472474116
E,3,control,1P,He,I stretch after sitting for too long. He feels:,-0.24361981927259213
E,3,control,3P,I,He stretches after sitting for too long. I feel:,-1.2247443191665854
E,3,control,3P,He,He stretches after sitting for too long. He feels:,-0.32116197106458994
E,4,control,1P,I,The warm shower relaxes my muscles. I feel:,-0.9204537965734425
E,4,control,1P,He,The warm shower relaxes my muscles. He feels:,-0.8761987479514094
E,4,control,3P,I,The warm shower relaxes her muscles. I feel:,-1.1367873313061725
E,4,control,3P,He,The warm shower relaxes her muscles. He feels:,-0.8785499414745983
E,5,control,1P,I,A shiver runs through me in the cold. I feel:,-0.3670065919675095
E,5,control,1P,He,A shiver runs through me in the cold. He feels:,0.053954011609956415
E,5,control,3P,I,A shiver runs through him in the cold. I feel:,-0.3225206486444437
E,5,control,3P,He,A shiver runs through him in the cold. He feels:,0.2710788938134781
E,6,control,1P,I,My heart races after climbing the stairs. I feel:,-1.2643694825096918
E,6,control,1P,He,My heart races after climbing the stairs. He feels:,-1.282967218721357
E,6,control,3P,I,Her heart races after climbing the stairs. I feel:,-1.4607604966839636
E,6,control,3P,He,Her heart races after climbing the stairs. He feels:,-1.303902746461672
E,7,control,1P,I,I notice my breathing slow as I relax. I feel:,-0.9284489932179861
E,7,control,1P,He,I notice my breathing slow as I relax. He feels:,-0.7275726942321846
E,7,control,3P,I,He notices his breathing slow as he relaxes. I feel:,-0.7193950087747796
E,7,control,3P,He,He notices his breathing slow as he relaxes. He feels:,-0.4767409896274608
E,8,control,1P,I,The massage loosens my tight shoulders. I feel:,-0.5699927981913555
E,8,control,1P,He,The massage loosens my tight shoulders. He feels:,-0.690898388092741
E,8,control,3P,I,The massage loosens her tight shoulders. I feel:,-0.6319723876590404
E,8,control,3P,He,The massage loosens her tight shoulders. He feels:,-0.49387030053519304
E,9,control,1P,I,A sneeze catches me off guard. I feel:,-0.8416678540363584
E,9,control,1P,He,A sneeze catches me off guard. He feels:,-0.44397690433273385
E,9,control,3P,I,A sneeze catches him off guard. I feel:,-0.8735064585521654
E,9,control,3P,He,A sneeze catches him off guard. He feels:,-0.4690473630517692
E,10,control,1P,I,My skin tingles from the cool breeze. I feel:,-0.7232253592742205
E,10,control,1P,He,My skin tingles from the cool breeze. He feels:,-0.3703784027966436
E,10,control,3P,I,Her skin tingles from the cool breeze. I feel:,-0.5400421870604045
E,10,control,3P,He,Her skin tingles from the cool breeze. He feels:,-0.18194556603575854
E,11,control,1P,I,I feel the heaviness of sleep approaching. I feel:,-0.12434543096783764
E,11,control,1P,He,I feel the heaviness of sleep approaching. He feels:,-0.24350884975013845
E,11,control,3P,I,He feels the heaviness of sleep approaching. I feel:,-0.379687901807919
E,11,control,3P,He,He feels the heaviness of sleep approaching. He feels:,-0.17995701990427954
E,12,control,1P,I,The food settles warmly in my stomach. I feel:,-0.40902232349069356
E,12,control,1P,He,The food settles warmly in my stomach. He feels:,-0.2641581491785081
E,12,control,3P,I,The food settles warmly in her stomach. I feel:,-0.20933658514760736
E,12,control,3P,He,The food settles warmly in her stomach. He feels:,-0.23209827319834872
E,13,control,1P,I,A hiccup interrupts my conversation. I feel:,-0.7627722267544924
E,13,control,1P,He,A hiccup interrupts my conversation. He feels:,-0.37599793216293276
E,13,control,3P,I,A hiccup interrupts his conversation. I feel:,-0.9710310597773294
E,13,control,3P,He,A hiccup interrupts his conversation. He feels:,-0.5736979458470746
E,14,control,1P,I,My muscles tremble after the workout. I feel:,-0.5164846044335814
E,14,control,1P,He,My muscles tremble after the workout. He feels:,-0.9354106743964266
E,14,control,3P,I,Her muscles tremble after the workout. I feel:,-1.12269246372594
E,14,control,3P,He,Her muscles tremble after the workout. He feels:,-0.8449713449234051
E,15,control,1P,I,I sense my pulse in my fingertips. I feel:,-0.7697892289479857
E,15,control,1P,He,I sense my pulse in my fingertips. He feels:,-0.2540468166433828
E,15,control,3P,I,He senses his pulse in his fingertips. I feel:,-0.3623875643194971
E,15,control,3P,He,He senses his pulse in his fingertips. He feels:,-0.6860253523414594
E,16,control,1P,I,The sun warms my face pleasantly. I feel:,-0.8152079838402176
E,16,control,1P,He,The sun warms my face pleasantly. He feels:,-0.2627593285943343
E,16,control,3P,I,The sun warms her face pleasantly. I feel:,-0.683455998531222
E,16,control,3P,He,The sun warms her face pleasantly. He feels:,-0.4774176895848163
E,17,control,1P,I,A chill makes me reach for a blanket. I feel:,-0.6694070806465525
E,17,control,1P,He,A chill makes me reach for a blanket. He feels:,-0.3109594571023316
E,17,control,3P,I,A chill makes him reach for a blanket. I feel:,-0.9031264787539087
E,17,control,3P,He,A chill makes him reach for a blanket. He feels:,-0.6077093361316966
E,18,control,1P,I,My eyes grow heavy in the dim light. I feel:,-0.26733837698420054
E,18,control,1P,He,My eyes grow heavy in the dim light. He feels:,0.14616147226855258
E,18,control,3P,I,Her eyes grow heavy in the dim light. I feel:,-0.469825031419112
E,18,control,3P,He,Her eyes grow heavy in the dim light. He feels:,0.035685254057479035
E,19,control,1P,I,I notice the rhythm of my own heartbeat. I feel:,-1.051467916431208
E,19,control,1P,He,I notice the rhythm of my own heartbeat. He feels:,-0.6404078851692924
E,19,control,3P,I,He notices the rhythm of his own heartbeat. I feel:,-0.6631636909536335
E,19,control,3P,He,He notices the rhythm of his own heartbeat. He feels:,-0.9397796742327812
E,20,control,1P,I,The cool water refreshes me after exercise. I feel:,-0.8714344900430234
E,20,control,1P,He,The cool water refreshes me after exercise. He feels:,-0.9115824319400364
E,20,control,3P,I,The cool water refreshes her after exercise. I feel:,-0.9079871201794134
E,20,control,3P,He,The cool water refreshes her after exercise. He feels:,-0.8301118582863021
